sentence,offsets,correction,old_type,new_type,comment
"After the show I wanted to drink somthing in your theatre restaurant but when I arrived it was closed because the show started to late !
",23 24,,R:OTHER,,
"Furthermore I would like to choose for accomodation tents instead of cabins because I think could be more exciting and more contact with the enveiroment .
",6 8,,R:OTHER,,
"Also I would like to response for the activities I had to choose from your list : I would prefer painting and photography because for the others sports I am not healthy at the moment , and I consider I used to do painting and photography very good at the school .
",6 7,,R:OTHER,,
"Also I would like to response for the activities I had to choose from your list : I would prefer painting and photography because for the others sports I am not healthy at the moment , and I consider I used to do painting and photography very good at the school .
",24 32,,R:OTHER,,
"Also I would like to response for the activities I had to choose from your list : I would prefer painting and photography because for the others sports I am not healthy at the moment , and I consider I used to do painting and photography very good at the school .
",47 48,,R:OTHER,,
"Everytime I travel around , I sleep in nice rooms with nice beds ; that is why I think it is a good option to sleep in sleep - bags .
",27 29,,R:OTHER,,
"I think it would be funny to play basketball after five years ; and since I go out to the mountains once a month , I do n't think I would have any problem with climbing .
",10 10,,M:OTHER,,
"Every five working hours , we had thirty - minutes break to eat something .
",8 10,,R:OTHER,,
"If you have never been there , I enormous recemmend you to go .
",8 9,,R:OTHER,,
"The show had to begin at 19.30 , but indeed it started at 20.15 and we had to wait for 45 minutes in a great noise .
",9 10,,R:OTHER,,
"Month ago we began to prepare for this day and we all agreed to keep it in a secret .
",1 2,,R:OTHER,,
"I asked them about discounts because I saw in the advertisement .
",8 8,,M:OTHER,,
"She is not keeping secrets .
",1 4,,R:OTHER,,
"We so worry about her in the future .
",5 7,,U:OTHER,,
"I come from very ruler family .
",4 5,,R:OTHER,,
"You had never made on your own decision , you always had to ask your family 's opinion .
",4 8,,R:OTHER,,
"I had seen her every morning while I was going to school .
",6 7,,R:OTHER,,
"Despite of going to school by bus easier than riding bycyle I had prefered to going to school by bycyle to by bus .
",2 2,,M:OTHER,,
"The more seeing her I could , the more ambitious I became .
",2 6,,R:OTHER,,
"I had had a exam for being theatre players without saying my family .
",6 6,,M:OTHER,,
"Despite of the preparing the exams , I had been continue to my school regularly .
",1 3,,U:OTHER,,
"There are many things we are n't allowed to do at school . At first - we have to be at time .
",13 15,,R:OTHER,,
"Our lessons start at 8 a.m and we are n't allowed to be late .
",5 6,,R:OTHER,,
"We musn't talk to them but only listen to them .
",1 2,,R:OTHER,,
"So , I write some of my opionions and suggestions to you .
",3 12,,R:OTHER,,
"But I feel the word of "" International "" was not really suit ; because you just only got six countrie 's stars and artists came .
",20 22,,R:OTHER,,
"Because Sara hasn't got any bother and sister , and her Mon and Dad need work everyday , so she was very lonely .
",2 4,,R:OTHER,,
"Therefore , she came river everyday and talk everything to the golden fish .
",4 4,,M:OTHER,,
"Both together had their wonderful life .
",0 6,,R:OTHER,,
"How are you doing ? I 've been also considering rules at home with my friends .
",9 10,,R:OTHER,,
"However , I can go out wheneve I want , even in the mid - night .
",13 16,,R:OTHER,,
"I 'll be grade if you let me know about your rules at school and at home .
",3 4,,R:OTHER,,
"It gives an opportunity to get acquainted with the cultures ' variety of the whole world .
",9 11,,R:OTHER,,
"For the accommodation , I would prefer a log cabin , because I can not sleep in tent .
",0 1,,R:OTHER,,
"I would like to now more information about clothes .
",4 5,,R:OTHER,,
"Moreover , men prefer to do sports , because the shopping loses a lot of time controry to women , because if they have a free time , they will go to do shopping .
",11 12,,R:OTHER,,
"Moreover , men prefer to do sports , because the shopping loses a lot of time controry to women , because if they have a free time , they will go to do shopping .
",16 16,,M:OTHER,,
"Moreover , men prefer to do sports , because the shopping loses a lot of time controry to women , because if they have a free time , they will go to do shopping .
",18 18,,M:OTHER,,
"I think that child does not like shopping because he often waits , and I prefer to play with these friends .
",19 21,,R:OTHER,,
"He goes to do shopping only if he has not clothes .
",8 10,,R:OTHER,,
"Furthermore , the attractions were beautiful such as shows , exhibitions and concerts .
",3 13,,R:OTHER,,
"Considering the crowded , it should have more rooms .
",4 5,,R:OTHER,,
"Your sincerely
",0 1,,R:OTHER,,
"I ca n't remember , because now I 'm 19 , then I can do what I want .
",11 12,,R:OTHER,,
"They wanted that I did my homework before to play .
",2 4,,R:OTHER,,
"I want to change nothing , I was happy .
",1 5,,R:OTHER,,
"The restaurant was closed because there was n't electricity you should close the theatre untill the restaurant get appropriate to use .
",18 19,,R:OTHER,,
"I thank you for read my letter , I hope you write for me back , and do n't forget my money !
",12 15,,R:OTHER,,
"I am writing what I think what kind of clothes will people wear 100 years from now .
",17 17,,M:OTHER,,
"In each country , each people wear differents kinds of clothes , like , people in Brazil wear shorts , T - shirts or only without them , in Saudi Arabian they wear strange clothes , if you analyse the point of view who does n't live in Saudi Arabia .
",12 13,,R:OTHER,,
"In each country , each people wear differents kinds of clothes , like , people in Brazil wear shorts , T - shirts or only without them , in Saudi Arabian they wear strange clothes , if you analyse the point of view who does n't live in Saudi Arabia .
",24 25,,R:OTHER,,
"In each country , each people wear differents kinds of clothes , like , people in Brazil wear shorts , T - shirts or only without them , in Saudi Arabian they wear strange clothes , if you analyse the point of view who does n't live in Saudi Arabia .
",43 43,,M:OTHER,,
"Dear misses Helen Ryan ,
",1 2,,R:OTHER,,
"So I would travel on July because I 've got only there free time .
",11 14,,R:OTHER,,
"I 've got a lot of work and my boss did n't allowed me to leave my job any other time .
",10 13,,R:OTHER,,
"And so I can I be better in touch with the nature .
",6 11,,R:OTHER,,
"Do you pay for all ?
",4 5,,R:OTHER,,
"What are we doing then ?
",1 4,,R:OTHER,,
"In the time we want to go out of a shop a man stopped us and hold a pistol in his hand .
",0 3,,R:OTHER,,
"We were scared and so we did all what he told us .
",7 8,,R:OTHER,,
"We were scared and so we did all what he told us .
",8 9,,R:OTHER,,
"We were lucky that we are in life now .
",6 8,,R:OTHER,,
"But you can be carefull when you speak with him or her that will stolen your thinks .
",11 12,,R:OTHER,,
"First off all I 'll prefer to travel in July , because it is the only month I have free .
",1 2,,R:OTHER,,
"I am really enjoying swimming .
",1 4,,R:OTHER,,
"Far the best swimmer in my school .
",0 1,,M:OTHER,,
"I am not a photographer but my family think that my photos are more then just good .
",14 15,,R:OTHER,,
"What will be better to take with me , what I 'll need at Camp ?
",10 12,,R:OTHER,,
"How much money should I take , will it be any guided tours ?
",8 9,,R:OTHER,,
"It seems that going shopping is a sense of living .
",7 9,,R:OTHER,,
"And it 's so many people like her .
",1 3,,R:OTHER,,
"They forgot how beautiful could be the countryside , and only tourists you can meet in the castles or museums .
",4 8,,R:OTHER,,
"People are normally angry after shopping - because it is so easy to get tied .
",14 15,,R:OTHER,,
"People are not smiling to each other , not talking to each other at the shops .
",1 4,,R:OTHER,,
"People are not smiling to each other , not talking to each other at the shops .
",8 10,,R:OTHER,,
"You 'll have happy memories and a good mood .
",6 6,,M:OTHER,,
"In those activities I would like to choose Swimming and climbing for my activities in Camp , this two activities I usually do in the Army Camp , I know how to climb up on Rachiat outside and help other people to climp up .
",0 1,,R:OTHER,,
